ref,url,content
Rule 14(1)(a),https://www.wipo.int/pct/en/texts/rules/r14.html,"Any receiving Office may require that the applicant pay a fee to it, for its own benefit, for receiving the international application, transmitting copies to the International Bureau and the competent International Searching Authority, and performing all the other tasks which it must perform in connection with the international application in its capacity of receiving Office (“transmittal fee”)."
Rule 14(1)(b),https://www.wipo.int/pct/en/texts/rules/r14.html,"The amount of the transmittal fee, if any, shall be fixed by the receiving Office."
Rule 14(1)(c),https://www.wipo.int/pct/en/texts/rules/r14.html,The transmittal fee shall be paid within one month from the date of receipt of the international application. The amount payable shall be the amount applicable on that date of receipt.
Rule 15(1),https://www.wipo.int/pct/en/texts/rules/r15.html,The International Filing Fee Each international application shall be subject to the payment of a fee for the benefit of the International Bureau (“international filing fee”) to be collected by the receiving Office.
Rule 15(2),https://www.wipo.int/pct/en/texts/rules/r15.html,Amount;  Transfer
Rule 15(2)(a),https://www.wipo.int/pct/en/texts/rules/r15.html,The amount of the international filing fee is as set out in the Schedule of Fees.
Rule 15(2)(b),https://www.wipo.int/pct/en/texts/rules/r15.html,The international filing fee shall be payable in the currency or one of the currencies prescribed by the receiving Office (“prescribed currency”).
Rule 15(2)(c),https://www.wipo.int/pct/en/texts/rules/r15.html,"Where the prescribed currency is the Swiss franc, the receiving Office shall transfer the said fee to the International Bureau in Swiss francs in accordance with Rule 96.2."
Rule 15(2)(d),https://www.wipo.int/pct/en/texts/rules/r15.html,Where the prescribed currency is a currency other than the Swiss franc and that currency:
Rule 15(2)(d)(i),https://www.wipo.int/pct/en/texts/rules/r15.html,"is freely convertible into Swiss francs, the Director General shall establish, for each receiving Office which prescribes such a currency for the payment of the international filing fee, an equivalent amount of that fee in the prescribed currency according to directives given by the Assembly, and the amount in that currency shall be transferred by the receiving Office to the International Bureau in accordance with Rule 96.2"
Rule 15(2)(d)(ii),https://www.wipo.int/pct/en/texts/rules/r15.html,"is not freely convertible into Swiss francs, the receiving Office shall be responsible for the conversion of the international filing fee from the prescribed currency into Swiss francs and shall transfer that fee in Swiss francs, in the amount set out in the Schedule of Fees, to the International Bureau in accordance with Rule 96.2.  Alternatively, if the receiving Office so wishes, it may convert the international filing fee from the prescribed currency into euros or US dollars and transfer the equivalent amount of that fee in euros or US dollars, as established by the Director General according to directives given by the Assembly as referred to in item (i), to the International Bureau in accordance with Rule 96.2."
Rule 15(3),https://www.wipo.int/pct/en/texts/rules/r15.html,Time Limit for Payment; Amount Payable The international filing fee shall be paid to the receiving Office within one month from the date of receipt of the international application. The amount payable shall be the amount applicable on that date of receipt.
Rule 15(4),https://www.wipo.int/pct/en/texts/rules/r15.html,Refund The receiving Office shall refund the international filing fee to the applicant:
Rule 15(4)(i),https://www.wipo.int/pct/en/texts/rules/r15.html,"if the determination under Article 11(1) is negative,"
Rule 15(4)(ii),https://www.wipo.int/pct/en/texts/rules/r15.html,"if, before the transmittal of the record copy to the International Bureau, the international application is withdrawn or considered withdrawn, or"
Rule 15(4)(iii),https://www.wipo.int/pct/en/texts/rules/r15.html,"if, due to prescriptions concerning national security, the international application is not treated as such."
Rule 16(1),https://www.wipo.int/pct/en/texts/rules/r16.html,Right to Ask for a Fee
Rule 16(1)(a),https://www.wipo.int/pct/en/texts/rules/r16.html,Each International Searching Authority may require that the applicant pay a fee (“search fee”) for its own benefit for carrying out the international search and for performing all other tasks entrusted to International Searching Authorities by the Treaty and these Regulations.
Rule 16(1)(b),https://www.wipo.int/pct/en/texts/rules/r16.html,The search fee shall be collected by the receiving Office. The said fee shall be payable in the currency prescribed by that Office (“prescribed currency”).
Rule 16(1)(c),https://www.wipo.int/pct/en/texts/rules/r16.html,"Where the prescribed currency is the currency in which the International Searching Authority has fixed the said fee (“fixed currency”), the receiving Office shall transfer the said fee to that Authority in that currency in accordance with Rule 96.2."
Rule 16(1)(d),https://www.wipo.int/pct/en/texts/rules/r16.html,Where the prescribed currency is not the fixed currency and that currency:
Rule 16(1)(d)(i),https://www.wipo.int/pct/en/texts/rules/r16.html,"is freely convertible into the fixed currency, the Director General shall establish, for each receiving Office which prescribes such a currency for the payment of the search fee, an equivalent amount of that fee in the prescribed currency according to directives given by the Assembly, and the amount in that currency shall be transferred by the receiving Office to the International Searching Authority in accordance with Rule 96.2"
Rule 16(1)(d)(ii),https://www.wipo.int/pct/en/texts/rules/r16.html,"is not freely convertible into the fixed currency, the receiving Office shall be responsible for the conversion of the search fee from the prescribed currency into the fixed currency and shall transfer that fee in the fixed currency, in the amount fixed by the International Searching Authority, to the International Searching Authority in accordance with Rule 96.2."
Rule 16(1)(e),https://www.wipo.int/pct/en/texts/rules/r16.html,"Where, in respect of the payment of the search fee in a prescribed currency, other than the fixed currency, the amount actually received under paragraph (d)(i) of this Rule by the International Searching Authority in the prescribed currency is, when converted by it into the fixed currency, less than that fixed by it, the difference will be paid to the International Searching Authority by the International Bureau, whereas, if the amount actually received is more, the difference will belong to the International Bureau."
Rule 16(1)(f),https://www.wipo.int/pct/en/texts/rules/r16.html,"As to the time limit for payment of the search fee and the amount payable, the provisions of Rule 15.3 relating to the international filing fee shall apply mutatis mutandis."
Rule 16(2),https://www.wipo.int/pct/en/texts/rules/r16.html,Refund The receiving Office shall refund the search fee to the applicant:
Rule 16(2)(i),https://www.wipo.int/pct/en/texts/rules/r16.html,"if the determination under Article 11(1) is negative,"
Rule 16(2)(ii),https://www.wipo.int/pct/en/texts/rules/r16.html,"if, before the transmittal of the search copy to the International Searching Authority, the international application is withdrawn or considered withdrawn, or"
Rule 16(2)(iii),https://www.wipo.int/pct/en/texts/rules/r16.html,"if, due to prescriptions concerning national security, the international application is not treated as such."
Rule 16(3),https://www.wipo.int/pct/en/texts/rules/r16.html,Partial Refund
Rule 16(3)(1),https://www.wipo.int/pct/en/texts/rules/r16.html,"Where the International Searching Authority takes into account, under Rule 41.1, the results of an earlier search in carrying out the international search, that Authority shall refund the search fee paid in connection with the international application to the extent and under the conditions provided for in the agreement under Article 16(3)(b)."
Rule 17(1),https://www.wipo.int/pct/en/texts/rules/r17.html,Obligation to Submit Copy of Earlier National or International Application
Rule 17(1)(a),https://www.wipo.int/pct/en/texts/rules/r17.html,"Where the priority of an earlier national or international application is claimed under Article 8, a copy of that earlier application, certified by the authority with which it was filed (“the priority document”), shall, unless that priority document has already been filed with the receiving Office together with the international application in which the priority claim is made, and subject to paragraphs (b) and (b-bis), be submitted by the applicant to the International Bureau or to the receiving Office not later than 16 months after the priority date, provided that any copy of the said earlier application which is received by the International Bureau after the expiration of that time limit shall be considered to have been received by that Bureau on the last day of that time limit if it reaches it before the date of international publication of the international application."
Rule 17(1)(b),https://www.wipo.int/pct/en/texts/rules/r17.html,"Where the priority document is issued by the receiving Office, the applicant may, instead of submitting the priority document, request the receiving Office to prepare and transmit the priority document to the International Bureau. Such request shall be made not later than 16 months after the priority date and may be subjected by the receiving Office to the payment of a fee."
Rule 17(1)(b-bis),https://www.wipo.int/pct/en/texts/rules/r17.html,"(b-bis)  Where the priority document is, in accordance with the Administrative Instructions, made available to the International Bureau from a digital library prior to the date of international publication of the international application, the applicant may, instead of submitting the priority document, request the International Bureau, prior to the date of international publication, to obtain the priority document from such digital library."
Rule 17(1)(c),https://www.wipo.int/pct/en/texts/rules/r17.html,"If the requirements of none of the three preceding paragraphs are complied with, any designated Office may, subject to paragraph (d), disregard the priority claim, provided that no designated Office shall disregard the priority claim before giving the applicant an opportunity to furnish the priority document within a time limit which shall be reasonable under the circumstances."
Rule 17(1)(d),https://www.wipo.int/pct/en/texts/rules/r17.html,"No designated Office shall disregard the priority claim under paragraph (c) if the earlier application referred to in paragraph (a) was filed with it in its capacity as national Office or if the priority document is, in accordance with the Administrative Instructions, available to it from a digital library."
Rule 17(2),https://www.wipo.int/pct/en/texts/rules/r17.html,Availability of Copies
Rule 17(2)(a),https://www.wipo.int/pct/en/texts/rules/r17.html,"Where the applicant has complied with Rule 17.1(a), (b) or (b-bis) the International Bureau shall, at the specific request of the designated Office, promptly but not prior to the international publication of the international application, furnish a copy of the priority document to that Office. No such Office shall ask the applicant himself to furnish it with a copy. The applicant shall not be required to furnish a translation to the designated Office before the expiration of the applicable time limit under Article 22. Where the applicant makes an express request to the designated Office under Article 23(2) prior to the international publication of the international application, the International Bureau shall, at the specific request of the designated Office, furnish a copy of the priority document to that Office promptly after receiving it."
Rule 17(2)(b),https://www.wipo.int/pct/en/texts/rules/r17.html,The International Bureau shall not make copies of the priority document available to the public prior to the international publication of the international application.
Rule 17(2)(c),https://www.wipo.int/pct/en/texts/rules/r17.html,"Where the international application has been published under Article 21, the International Bureau shall furnish a copy of the priority document to any person upon request and subject to reimbursement of the cost unless, prior to that publication:"
Rule 17(2)(c)(i),https://www.wipo.int/pct/en/texts/rules/r17.html,"the international application was withdrawn,"
Rule 17(2)(c)(ii),https://www.wipo.int/pct/en/texts/rules/r17.html,"the relevant priority claim was withdrawn or considered, under Rule 26bis.2(b), not to have been made."
Rule 18(1),https://www.wipo.int/pct/en/texts/rules/r18.html,Residence and Nationality
Rule 18(1)(a),https://www.wipo.int/pct/en/texts/rules/r18.html,"Subject to the provisions of paragraphs (b) and (c), the question whether an applicant is a resident or national of the Contracting State of which he claims to be a resident or national shall depend on the national law of that State and shall be decided by the receiving Office."
Rule 18(1)(b),https://www.wipo.int/pct/en/texts/rules/r18.html,"In any case,"
Rule 18(1)(b)(i),https://www.wipo.int/pct/en/texts/rules/r18.html,"possession of a real and effective industrial or commercial establishment in a Contracting State shall be considered residence in that State, and"
Rule 18(1)(b)(ii),https://www.wipo.int/pct/en/texts/rules/r18.html,a legal entity constituted according to the national law of a Contracting State shall be considered a national of that State.
Rule 18(1)(c),https://www.wipo.int/pct/en/texts/rules/r18.html,"Where the international application is filed with the International Bureau as receiving Office, the International Bureau shall, in the circumstances specified in the Administrative Instructions, request the national Office of, or acting for, the Contracting State concerned to decide the question referred to in paragraph (a). The International Bureau shall inform the applicant of any such request. The applicant shall have an opportunity to submit arguments directly to the national Office. The national Office shall decide the said question promptly."
Rule 18(2),https://www.wipo.int/pct/en/texts/rules/r18.html,[Deleted]
Rule 18(3),https://www.wipo.int/pct/en/texts/rules/r18.html,"Two or More Applicants If there are two or more applicants, the right to file an international application shall exist if at least one of them is entitled to file an international application according to Article 9."
Rule 18(4),https://www.wipo.int/pct/en/texts/rules/r18.html,Information on Requirements under National Law as to Applicants
Rule 18(4)(a),https://www.wipo.int/pct/en/texts/rules/r18.html,and (b)  [Deleted]
Rule 18(4)(c),https://www.wipo.int/pct/en/texts/rules/r18.html,"The International Bureau shall, from time to time, publish information on the various national laws in respect of the question who is qualified (inventor, successor in title of the inventor, owner of the invention, or other) to file a national application and shall accompany such information by a warning that the effect of the international application in any designated State may depend on whether the person designated in the international application as applicant for the purposes of that State is a person who, under the national law of that State, is qualified to file a national application."
Rule 19(1),https://www.wipo.int/pct/en/texts/rules/r19.html,Where to File
Rule 19(1)(a),https://www.wipo.int/pct/en/texts/rules/r19.html,"Subject to the provisions of paragraph (b), the international application shall be filed, at the option of the applicant,"
Rule 19(1)(a)(i),https://www.wipo.int/pct/en/texts/rules/r19.html,"with the national Office of or acting for the Contracting State of which the applicant is a resident,"
Rule 19(1)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r19.html,"with the national Office of or acting for the Contracting State of which the applicant is a national, or"
Rule 19(1)(a)(iii),https://www.wipo.int/pct/en/texts/rules/r19.html,"irrespective of the Contracting State of which the applicant is a resident or national, with the International Bureau."
Rule 19(1)(b),https://www.wipo.int/pct/en/texts/rules/r19.html,"Any Contracting State may agree with another Contracting State or any intergovernmental organization that the national Office of the latter State or the intergovernmental organization shall, for all or some purposes, act instead of the national Office of the former State as receiving Office for applicants who are residents or nationals of that former State. Notwithstanding such agreement, the national Office of the former State shall be considered the competent receiving Office for the purposes of Article 15(5)."
Rule 19(1)(c),https://www.wipo.int/pct/en/texts/rules/r19.html,"In connection with any decision made under Article 9(2), the Assembly shall appoint the national Office or the intergovernmental organization which will act as receiving Office for applications of residents or nationals of States specified by the Assembly. Such appointment shall require the previous consent of the said national Office or intergovernmental organization."
Rule 19(2),https://www.wipo.int/pct/en/texts/rules/r19.html,Two or More Applicants If there are two or more applicants:
Rule 19(2)(i),https://www.wipo.int/pct/en/texts/rules/r19.html,the requirements of Rule 19.1 shall be considered to be met if the national Office with which the international application is filed is the national Office of or acting for a Contracting State of which at least one of the applicants is a resident or national
Rule 19(2)(ii),https://www.wipo.int/pct/en/texts/rules/r19.html,the international application may be filed with the International Bureau under Rule 19.1(a)(iii) if at least one of the applicants is a resident or national of a Contracting State.
Rule 19(3),https://www.wipo.int/pct/en/texts/rules/r19.html,Publication of Fact of Delegation of Duties of Receiving Office
Rule 19(3)(a),https://www.wipo.int/pct/en/texts/rules/r19.html,Any agreement referred to in Rule 19.1(b) shall be promptly notified to the International Bureau by the Contracting State which delegates the duties of the receiving Office to the national Office of or acting for another Contracting State or an intergovernmental organization.
Rule 19(3)(b),https://www.wipo.int/pct/en/texts/rules/r19.html,"The International Bureau shall, promptly upon receipt, publish the notification in the Gazette."
Rule 19(4),https://www.wipo.int/pct/en/texts/rules/r19.html,Transmittal to the International Bureau as Receiving Office
Rule 19(4)(a),https://www.wipo.int/pct/en/texts/rules/r19.html,Where an international application is filed with a national Office which acts as a receiving Office under the Treaty but
Rule 19(4)(a)(i),https://www.wipo.int/pct/en/texts/rules/r19.html,"that national Office is not competent under Rule 19.1 or 19.2 to receive that international application, or"
Rule 19(4)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r19.html,"that international application is not in a language accepted under Rule 12.1(a) or the language dependent free text contained within the sequence listing part of the description is not in a language accepted under Rule 12.1(d) by that national Office but is in a language accepted under that Rule by the International Bureau as receiving Office, or"
Rule 19(4)(a)(ii-bis),https://www.wipo.int/pct/en/texts/rules/r19.html,"(ii-bis)  all or part of the international application is filed in electronic form in a format not accepted by that national Office, or"
Rule 19(4)(a)(iii),https://www.wipo.int/pct/en/texts/rules/r19.html,"that national Office and the International Bureau agree, for any reason other than those specified under items (i), (ii) and (ii-bis), and with the authorization of the applicant, that the procedure under this Rule should apply, that international application shall, subject to paragraph (b), be considered to have been received by that Office on behalf of the International Bureau as receiving Office under Rule 19.1(a)(iii)."
Rule 19(4)(b),https://www.wipo.int/pct/en/texts/rules/r19.html,"Where, pursuant to paragraph (a), an international application is received by a national Office on behalf of the International Bureau as receiving Office under Rule 19.1(a)(iii), that national Office shall, unless prescriptions concerning national security prevent the international application from being so transmitted, promptly transmit it to the International Bureau. Such transmittal may be subjected by the national Office to the payment of a fee, for its own benefit, equal to the transmittal fee charged by that Office under Rule 14. The international application so transmitted shall be considered to have been received by the International Bureau as receiving Office under Rule 19.1(a)(iii) on the date of receipt of the international application by that national Office."
Rule 19(4)(c),https://www.wipo.int/pct/en/texts/rules/r19.html,"For the purposes of Rules 14.1(c), 15.3 and 16.1(f), where the international application was transmitted to the International Bureau under paragraph (b), the date of receipt of the international application shall be considered to be the date on which the international application was actually received by the International Bureau. For the purposes of this paragraph, the last sentence of paragraph (b) shall not apply."
Rule 20(1),https://www.wipo.int/pct/en/texts/rules/r20.html,Determination under Article 11(1)
Rule 20(1)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"Promptly after receipt of the papers purporting to be an international application, the receiving Office shall determine whether the papers fulfill the requirements of Article 11(1)."
Rule 20(1)(b),https://www.wipo.int/pct/en/texts/rules/r20.html,"For the purposes of Article 11(1)(iii)(c), it shall be sufficient to indicate the name of the applicant in a way which allows the identity of the applicant to be established even if the name is misspelled, the given names are not fully indicated, or, in the case of legal entities, the indication of the name is abbreviated or incomplete."
Rule 20(1)(c),https://www.wipo.int/pct/en/texts/rules/r20.html,"For the purposes of Article 11(1)(ii), it shall be sufficient that the part which appears to be a description (other than any sequence listing part thereof) and the part which appears to be a claim or claims be in a language accepted by the receiving Office under Rule 12.1(a)."
Rule 20(1)(d),https://www.wipo.int/pct/en/texts/rules/r20.html,"If, on October 1, 1997, paragraph (c) is not compatible with the national law applied by the receiving Office, paragraph (c) shall not apply to that receiving Office for as long as it continues not to be compatible with that law, provided that the said Office informs the International Bureau accordingly by December 31, 1997. The information received shall be promptly published by the International Bureau in the Gazette.2"
Rule 20(2),https://www.wipo.int/pct/en/texts/rules/r20.html,Positive Determination under Article 11(1)
Rule 20(2)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"If the receiving Office determines that, at the time of receipt of the papers purporting to be an international application, the requirements of Article 11(1) were fulfilled, the receiving Office shall accord as the international filing date the date of receipt of the international application."
Rule 20(2)(b),https://www.wipo.int/pct/en/texts/rules/r20.html,The receiving Office shall stamp the request of the international application which it has accorded an international filing date as prescribed by the Administrative Instructions. The copy whose request has been so stamped shall be the record copy of the international application.
Rule 20(2)(c),https://www.wipo.int/pct/en/texts/rules/r20.html,"The receiving Office shall promptly notify the applicant of the international application number and the international filing date. At the same time, it shall send to the International Bureau a copy of the notification sent to the applicant, except where it has already sent, or is sending at the same time, the record copy to the International Bureau under Rule 22.1(a)."
Rule 20(3),https://www.wipo.int/pct/en/texts/rules/r20.html,Defects under Article 11(1)
Rule 20(3)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, in determining whether the papers purporting to be an international application fulfill the requirements of Article 11(1), the receiving Office finds that any of the requirements of Article 11(1) are not, or appear not to be, fulfilled, it shall promptly invite the applicant, at the applicant’s option:"
Rule 20(3)(a)(i),https://www.wipo.int/pct/en/texts/rules/r20.html,to furnish the required correction under Article 11(2);  or
Rule 20(3)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r20.html,"where the requirements concerned are those relating to an element referred to in Article 11(1)(iii)(d) or (e), to confirm in accordance with Rule 20.6(a) that the element is incorporated by reference under Rule 4.18"
Rule 20(3)(a)(cont),https://www.wipo.int/pct/en/texts/rules/r20.html,"and to make observations, if any, within the applicable time limit under Rule 20.7. If that time limit expires after the expiration of 12 months from the filing date of any application whose priority is claimed, the receiving Office shall call that circumstance to the attention of the applicant."
Rule 20(3)(b),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise:"
Rule 20(3)(b)(i),https://www.wipo.int/pct/en/texts/rules/r20.html,"the applicant furnishes to the receiving Office the required correction under Article 11(2) after the date of receipt of the purported international application but on a later date falling within the applicable time limit under Rule 20.7, the receiving Office shall accord that later date as the international filing date and proceed as provided in Rule 20.2(b) and (c)"
Rule 20(3)(b)(ii),https://www.wipo.int/pct/en/texts/rules/r20.html,"an element referred to in Article 11(1)(iii)(d) or (e) is, under Rule 20.6(b), considered to have been contained in the international application on the date on which one or more elements referred to in Article 11(1)(iii) were first received by the receiving Office, the receiving Office shall accord as the international filing date the date on which all of the requirements of Article 11(1) are fulfilled and proceed as provided in Rule 20.2(b) and (c)."
Rule 20(3)(c),https://www.wipo.int/pct/en/texts/rules/r20.html,"If the receiving Office later discovers, or on the basis of the applicant’s reply realizes, that it has erred in issuing an invitation under paragraph (a) since the requirements of Article 11(1) were fulfilled when the papers were received, it shall proceed as provided in Rule 20.2."
Rule 20(4),https://www.wipo.int/pct/en/texts/rules/r20.html,"Negative Determination under Article 11(1) If the receiving Office does not receive, within the applicable time limit under Rule 20.7, a correction or confirmation referred to in Rule 20.3(a), or if a correction or confirmation has been received but the application still does not fulfill the requirements of Article 11(1), the receiving Office shall:"
Rule 20(4)(i),https://www.wipo.int/pct/en/texts/rules/r20.html,promptly notify the applicant that the application is not and will not be treated as an international application and shall indicate the reasons therefor
Rule 20(4)(ii),https://www.wipo.int/pct/en/texts/rules/r20.html,notify the International Bureau that the number it has marked on the papers will not be used as an international application number
Rule 20(4)(iii),https://www.wipo.int/pct/en/texts/rules/r20.html,"keep the papers constituting the purported international application and any correspondence relating thereto as provided in Rule 93.1, and"
Rule 20(4)(iv),https://www.wipo.int/pct/en/texts/rules/r20.html,"send a copy of the said papers to the International Bureau where, pursuant to a request by the applicant under Article 25(1), the International Bureau needs such a copy and specially asks for it."
Rule 20(5),https://www.wipo.int/pct/en/texts/rules/r20.html,Missing Parts
Rule 20(5)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, in determining whether the papers purporting to be an international application fulfill the requirements of Article 11(1), the receiving Office finds that a part of the description, claims or drawings is or appears to be missing, including the case where all of the drawings are or appear to be missing (“missing part”) but not including the case where an entire element referred to in Article 11(1)(iii)(d) or (e) is or appears to be missing and not including the case referred to in Rule 20.5bis(a), it shall promptly invite the applicant, at the applicant’s option:"
Rule 20(5)(a)(i),https://www.wipo.int/pct/en/texts/rules/r20.html,to complete the purported international application by furnishing the missing part;  or
Rule 20(5)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r20.html,"to confirm, in accordance with Rule 20.6(a), that the part was incorporated by reference under Rule 4.18"
Rule 20(5)(a)(cont),https://www.wipo.int/pct/en/texts/rules/r20.html,"and to make observations, if any, within the applicable time limit under Rule 20.7. If that time limit expires after the expiration of 12 months from the filing date of any application whose priority is claimed, the receiving Office shall call that circumstance to the attention of the applicant."
Rule 20(5)(b),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise, the applicant furnishes to the receiving Office, on or before the date on which all of the requirements of Article 11(1) are fulfilled but within the applicable time limit under Rule 20.7, a missing part referred to in paragraph (a) so as to complete the purported international application, that part shall be included in the application, and the receiving Office shall accord as the international filing date the date on which all of the requirements of Article 11(1) are fulfilled and proceed as provided in Rule 20.2(b) and (c)."
Rule 20(5)(c),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise, the applicant furnishes to the receiving Office, after the date on which all of the requirements of Article 11(1) were fulfilled but within the applicable time limit under Rule 20.7, a missing part referred to in paragraph (a) so as to complete the international application, that part shall be included in the application, and the receiving Office shall correct the international filing date to the date on which the receiving Office received that part, notify the applicant accordingly and proceed as provided for in the Administrative Instructions."
Rule 20(5)(d),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise, a part referred to in paragraph (a) is, under Rule 20.6(b), considered to have been contained in the purported international application on the date on which one or more elements referred to in Article 11(1)(iii) were first received by the receiving Office, the receiving Office shall accord as the international filing date the date on which all of the requirements of Article 11(1) are fulfilled and proceed as provided in Rule 20.2(b) and (c)."
Rule 20(5)(e),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where the international filing date has been corrected under paragraph (c), the applicant may, in a notice submitted to the receiving Office within one month from the date of the notification under paragraph (c), request that the missing part concerned be disregarded, in which case the missing part shall be considered not to have been furnished and the correction of the international filing date under that paragraph shall be considered not to have been made, and the receiving Office shall proceed as provided for in the Administrative Instructions."
Rule 20(5bis),https://www.wipo.int/pct/en/texts/rules/r20.html,Erroneously Filed Elements and Parts
Rule 20(5bis)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, in determining whether the papers purporting to be an international application fulfill the requirements of Article 11(1), the receiving Office finds that an entire element referred to in Article 11(1)(iii)(d) or (e) has or appears to have been erroneously filed, or that a part of the description, claims or drawings has or appears to have been erroneously filed, including the case where all drawings have or appear to have been erroneously filed (“erroneously filed element or part”), it shall promptly invite the applicant, at the applicant’s option:"
Rule 20(5bis)(a)(i),https://www.wipo.int/pct/en/texts/rules/r20.html,to correct the purported international application by furnishing the correct element or part;  or
Rule 20(5bis)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r20.html,"to confirm, in accordance with Rule 20.6(a), that the correct element or part was incorporated by reference under Rule 4.18 and to make observations, if any, within the applicable time limit under Rule 20.7.  If that time limit expires after the expiration of 12 months from the filing date of any application whose priority is claimed, the receiving Office shall call that circumstance to the attention of the applicant."
Rule 20(5bis)(b),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise, the applicant furnishes to the receiving Office, on or before the date on which all of the requirements of Article 11(1) are fulfilled but within the applicable time limit under Rule 20.7, a correct element or part so as to correct the purported international application, that correct element or part shall be included in the application, the erroneously filed element or part concerned shall be removed from the application and the receiving Office shall accord as the international filing date the date on which all of the requirements of Article 11(1) are fulfilled and proceed as provided in Rule 20.2(b) and (c) and as provided for in the Administrative Instructions."
Rule 20(5bis)(c),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise, the applicant furnishes to the receiving Office, after the date on which all of the requirements of Article 11(1) were fulfilled but within the applicable time limit under Rule 20.7, a correct element or part so as to correct the international application, that correct element or part shall be included in the application, the erroneously filed element or part concerned shall be removed from the application, and the receiving Office shall correct the international filing date to the date on which the receiving Office received that correct element or part, notify the applicant accordingly and proceed as provided for in the Administrative Instructions."
Rule 20(5bis)(d),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where, following an invitation under paragraph (a) or otherwise, a correct element or part is, under Rule 20.6(b), considered to have been contained in the purported international application on the date on which one or more elements referred to in Article 11(1)(iii) were first received by the receiving Office, the erroneously filed element or part concerned shall remain in the application, and the receiving Office shall accord as the international filing date the date on which all of the requirements of Article 11(1) are fulfilled and proceed as provided in Rule 20.2(b) and (c) and as provided for in the Administrative Instructions."
Rule 20(5bis)(e),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where the international filing date has been corrected under paragraph (c), the applicant may, in a notice submitted to the receiving Office within one month from the date of the notification under paragraph (c), request that the correct element or part be disregarded, in which case the correct element or part shall be considered not to have been furnished, the erroneously filed element or part concerned shall be considered not to have been removed from the application and the correction of the international filing date under paragraph (c) shall be considered not to have been made, and the receiving Office shall proceed as provided for in the Administrative Instructions."
Rule 20(6),https://www.wipo.int/pct/en/texts/rules/r20.html,Confirmation of Incorporation by Reference of Elements and Parts
Rule 20(6)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"The applicant may submit to the receiving Office, within the applicable time limit under Rule 20.7, a written notice confirming that an element or part is incorporated by reference in the international application under Rule 4.18, accompanied by:"
Rule 20(6)(a)(i),https://www.wipo.int/pct/en/texts/rules/r20.html,a sheet or sheets embodying the entire element as contained in the earlier application or embodying the part concerned
Rule 20(6)(a)(ii),https://www.wipo.int/pct/en/texts/rules/r20.html,"where the applicant has not already complied with Rule 17.1(a), (b) or (b-bis) in relation to the priority document, a copy of the earlier application as filed"
Rule 20(6)(a)(iii),https://www.wipo.int/pct/en/texts/rules/r20.html,"where the earlier application is not in the language in which the international application is filed, a translation of the earlier application into that language or, where a translation of the international application is required under Rule 12.3(a) or 12.4(a), a translation of the earlier application into both the language in which the international application is filed and the language of that translation; and"
Rule 20(6)(a)(iv),https://www.wipo.int/pct/en/texts/rules/r20.html,"in the case of a part of the description, claims or drawings, an indication as to where that part is contained in the earlier application and, where applicable, in any translation referred to in item (iii)."
Rule 20(6)(b),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where the receiving Office finds that the requirements of Rule 4.18 and paragraph (a) have been complied with and that the element or part referred to in paragraph (a) is completely contained in the earlier application concerned, that element or part shall be considered to have been contained in the purported international application on the date on which one or more elements referred to in Article 11(1)(iii) were first received by the receiving Office."
Rule 20(6)(c),https://www.wipo.int/pct/en/texts/rules/r20.html,"Where the receiving Office finds that a requirement under Rule 4.18 or paragraph (a) has not been complied with or that the element or part referred to in paragraph (a) is not completely contained in the earlier application concerned, the receiving Office shall proceed as provided for in Rule 20.3(b)(i), 20.5(b), 20.5(c), 20.5bis(b) or 20.5bis(c), as the case may be."
Rule 20(7),https://www.wipo.int/pct/en/texts/rules/r20.html,Time Limit
Rule 20(7)(a),https://www.wipo.int/pct/en/texts/rules/r20.html,"The applicable time limit referred to in Rules 20.3(a) and (b), 20.4, 20.5(a), (b) and (c), 20.5bis(a), (b) and (c), and 20.6(a) shall be:"
